entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000024,LCD,Component,计算机监控系统用于显示数据的屏幕组件；液晶中文显示器件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000025,LCD/CRT,Component,显示设备组件，用于显示报警内容和参数；显示终端组件，需监测功率及显示状态,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2;机舱微机监测报警系统说明书::chunk_3,,机舱微机监测报警系统说明书.md
ENT_000026,LCD17 显示器,Component,17 英寸液晶显示器，系统可选配置,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9,,机舱微机监测报警系统说明书.md
ENT_000027,LED,Component,发光二极管显示器件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000028,M8 螺丝,Component,操纵器尾端用于微调的螺丝,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000029,PLC 微机,Component,遥控控制单元的核心处理部件，进行逻辑运算；用于逻辑控制的可编程控制器；作为主控单元的日本 OMRON 公司 CPM1A 型微机,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_27;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000030,RS485 总线,Component,通讯总线类型,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000031,S1,Component,用于设置采集单元地址码的开关组件；主控单元上的拨码开关或跳线,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000032,VDR 485 标准接口,Component,报警数据采集模块提供给 VDR 的标准数据信号接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000033,VDR 数据通讯模块,Component,工业控制计算机系统与 VDR 装置之间的通讯转换装置,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
ENT_000034,\Phi 8 \times 1 紫铜管,Component,管路使用的具体材料规格,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_4,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000035,“机旁”灯,Component,指示机旁操纵状态的指示灯；指示机旁状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000036,“遥控”灯,Component,指示遥控状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000037,一体化开关电源,Component,将交流电转换为直流电的电源模块,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000038,七芯航空插头,Component,显示单元使用的七芯连接器,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000039,三位四通气控换向阀,Component,齿轮箱上由压缩空气推动的换向阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000040,两位置转换气阀,Component,设在机旁显示和控制单元上用于实现操纵部位转换的气阀；遥控与机旁控制位置转换的气动阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000041,中央集控站,Component,设有特定控制按钮的中央集中控制站点；辅车钟单元联系的控制部位之一,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_11;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000042,主控单元,Component,遥控系统的核心控制处理单元；系统核心控制模块，故障排查重点部件；报警数据采集模块的子单元，负责控制与通讯；系统的主控制单元,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书;GC WAS-01 驾驶室船舶值班报警系统说明书;机舱总线制监测报警使用说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_23;GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_5,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000043,主机停车阀,Component,用于切断主机供气或供油回路的阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000044,主机调试手柄,Component,主机调速器上的调试手柄,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000045,主机调速手柄,Component,主机操纵位置的调速控制部件，作为控制箱安装参考,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000046,主机遥控控制单元（RCU）,Component,主机遥控控制装置核心单元，包含 PLC 微机；遥控系统的核心控制单元,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000047,主机飞轮,Component,主机上用于磁感应测速的旋转部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000048,主电源,Component,设备的主要供电电源；船舶 AC220V 主要供电电源,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书;机舱微机监测报警系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26;机舱微机监测报警系统说明书::chunk_6,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000049,仪表,Component,系统监测仪表,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000050,传感器,Component,信号采集元件，精度计算时需排除其误差,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_3,,机舱微机监测报警系统说明书.md
ENT_000051,低压气瓶,Component,船厂配置的压缩空气输入源,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_16,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000052,倒车工作油压控制器,Component,齿轮箱倒车工作油压的信号控制器,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000053,倒车控制口,Component,换向控制阀的倒车信号接口,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000054,倒车灯,Component,指示主机倒车状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000055,值班官员延伸单元,Component,值班官员区域报警延伸部件，涉及信号传输,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3,,GC WAS-01 驾驶室船舶值班报警系统说明书.md
ENT_000056,停车控制口,Component,换向控制阀的停车信号接口,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000057,停车电磁阀,Component,安全系统自带的用于主机断油停车的电磁阀；安全系统用于断油停车的电磁阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000058,内部的数据处理单元,Component,采集模块内部用于处理数据的单元,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
ENT_000059,减压阀,Component,气源净化组件之一，用于调节压力,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_16,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000060,减震块,Component,安装时用于防震的减震块,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_4,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000061,切换开关,Component,机旁 ATE 上用于确定请求和应答部位的开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000062,压力变送器,Component,将压力信号转换为标准电信号的组件,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4,,机舱微机监测报警系统说明书.md
ENT_000063,双机手柄,Component,用于双机统调的操作手柄,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000064,双气源净化装置,Component,处理双气源净化的装置,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000065,变送器,Component,信号转换元件，精度计算时需排除其误差,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_3,,机舱微机监测报警系统说明书.md
ENT_000066,可动件,Component,系统机械可动部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000067,器件,Component,系统电气器件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000068,四芯航空插头,Component,显示单元使用的四芯连接器,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000069,备用电源,Component,主电源失效时投入的备用供电电源,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000070,复位按钮,Component,用于故障确认后复位系统的按钮；故障消除后用于复位系统的按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000071,外接延伸消音按钮,Component,显示板外部接线图中的延伸消音按钮接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6,,机舱总线制监测报警使用说明书.md
ENT_000072,外接延伸试验按钮,Component,显示板外部接线图中的延伸试验按钮接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6,,机舱总线制监测报警使用说明书.md
ENT_000073,外接延伸调光按钮,Component,显示板外部接线图中的延伸调光按钮接口,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_6,,机舱总线制监测报警使用说明书.md
ENT_000074,外控声光继电器,Component,受系统控制的外部声光报警继电器开关,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000075,外控报警继电器,Component,受系统控制的外部报警继电器,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000076,失气指示灯,Component,指示气源失压状态的指示灯；指示失气故障状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000077,失气自保阀 YV5,Component,气源失压时得电切断调速气路的阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000078,失电指示灯,Component,指示失电故障状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000079,安全越控带灯按钮,Component,ICP 板上用于安全越控操作的带指示灯按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_11,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000080,尾轴,Component,船舶推进系统中连接主机与螺旋桨的轴,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000081,左右翼复位单元,Component,船翼区域复位操作部件，涉及防水维护；系统左右翼位置的复位功能模块,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3;GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_6,,GC WAS-01 驾驶室船舶值班报警系统说明书.md
ENT_000082,常开触点,Component,控制器提供的常开信号接点,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000083,应急停车带灯按钮,Component,ICP 板上用于应急停车控制的带指示灯按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_11,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000084,应急操纵按钮,Component,用于触发安全越控命令的按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000085,应急车钟,Component,紧急情况下用于发送控制命令的车钟通讯设备；紧急情况下用于传递车令的通信设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_23,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000086,延伸报警灯板,Component,用于指示重要报警状况的可选组件,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7,,机舱微机监测报警系统说明书.md
ENT_000087,开关量传感器,Component,输出开关信号的传感器，分有源和无源触点,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4,,机舱微机监测报警系统说明书.md
ENT_000088,开关量输出接口,Component,产品系统的开关量信号输出模块接口,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4,,柴油机智能延伸检测单元说明书.md
ENT_000089,开关阀（二位三通阀）,Component,气源处理装置中的控制阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_16,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000090,截止阀,Component,总气源截止阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000091,报警延伸选择单元,Component,报警信号扩展选择部件，涉及功能配置,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3,,GC WAS-01 驾驶室船舶值班报警系统说明书.md
ENT_000092,报警指示灯,Component,用于指示故障或报警状态的指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000093,报警指示灯板,Component,机舱控制箱单元组合的报警指示部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000094,报警数据采集模块,Component,机舱总线制监测报警系统的核心组件，负责采集报警数据信号；用于采集报警数据的核心模块；机舱总线制监测报警系统中的数据采集核心部件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_5;机舱总线制监测报警使用说明书::chunk_8,,机舱总线制监测报警使用说明书.md
ENT_000095,报警显示单元,Component,机舱总线制监测报警系统的显示组件，分为 16 路和 24 路显示；通用报警显示硬件组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000096,报警速显窗口,Component,软件界面组件，用于自动弹出显示新报警,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000097,拨码开关 SK2-SK5,Component,用于设置 32 个采集点断开或闭合报警状态的开关组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000098,指示灯,Component,显示复位状态或报警状态的指示灯；面板状态指示灯；报警灯板上用于闪烁指示的灯光元件；系统用于显示报警状态的指示器件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书;机舱微机监测报警系统说明书;机舱总线制监测报警使用说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24;机舱微机监测报警系统说明书::chunk_7;机舱总线制监测报警使用说明书::chunk_1,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000099,换向执行机构,Component,执行主机换向动作的机构,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000100,接线盒,Component,用于安装和保护测速探头的盒子,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000101,控制位置转换气阀,Component,用于切换控制位置的气动阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000102,控制导阀,Component,液压离合器上用于控制气信号推动的导阀部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000103,控制方式选择开关,Component,机旁显示箱上用于切换控制方式的电气开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000104,控制方式选择阀,Component,用于选择遥控或机旁控制方式的阀门；用于选择遥控或机旁控制方式的气动阀门；用于切换控制方式的气动或机械阀门,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_23,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000105,控制管路,Component,系统控制气路管道,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
